User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Zip,MCC,Errors?,Is Fraud?
615,4,2010,4,3,15,9.54,0,-7.26969E+18,18420,5411,0,0
615,5,2006,2,1,20,18.91,0,4.7517E+18,8701,5814,0,0
615,5,2011,6,9,16,51.58,0,-1.74393E+18,8701,5300,0,0
615,5,2017,9,15,21,21.35,1,-5.6719E+18,8701,5812,0,0
615,6,2003,1,15,4,9.17,0,-8.79833E+18,8701,5411,0,0
615,6,2007,5,9,16,14.39,0,-5.16204E+18,8701,5541,0,0
615,6,2013,1,23,20,24.11,0,-5.6719E+18,8701,5812,0,0
615,6,2019,1,16,10,21.63,1,7.43177E+18,8701,5094,0,0
617,0,2008,9,13,15,41.41,0,-4.33423E+18,33860,5541,0,0
617,0,2010,9,4,15,58,0,-1.28808E+18,78217,5499,0,0
617,2,2010,9,4,18,73.03,2,4.24134E+18,,4814,0,0
617,2,2013,3,22,15,-64,0,-4.33423E+18,33860,5541,0,0
617,2,2015,4,6,17,154.74,0,-2.16533E+18,33873,5311,0,0
617,2,2018,2,11,13,9.76,0,-3.79781E+18,33860,5812,0,0
618,1,2017,12,14,8,62,1,-1.28808E+18,33618,5499,0,0
618,1,2018,12,25,8,41.39,1,2.02755E+18,33619,5541,0,0
618,1,2020,1,28,7,10.99,1,1.21738E+17,33618,5921,0,0
619,0,2008,5,27,17,160,0,-4.28247E+18,94565,4829,0,0
619,0,2010,1,26,16,100,0,-4.28247E+18,76118,4829,0,0
619,0,2011,11,16,6,14.7,2,-6.45844E+18,,4784,0,0
619,0,2013,6,13,10,21.87,0,6.51819E+18,91327,5921,0,0
619,0,2015,2,27,6,12.38,2,-6.45844E+18,,4784,0,0
619,0,2016,11,4,8,72.19,1,-4.31714E+18,94565,5211,0,0
619,0,2018,7,17,16,100,1,-4.28247E+18,94565,4829,0,0
619,1,1999,4,7,16,120,0,-4.28247E+18,93722,4829,0,0
619,1,2000,4,5,9,2.55,0,7.39404E+18,94564,5411,0,0
619,1,2001,4,9,12,161.32,0,1.79919E+18,94564,5499,0,0
619,1,2002,3,29,13,-53,0,2.02755E+18,94564,5541,0,0
619,1,2003,3,16,16,120,0,-4.28247E+18,94565,4829,0,0
619,1,2004,3,8,16,112.8,0,-5.46792E+18,94564,5912,0,0
619,1,2005,3,3,17,120,0,-4.28247E+18,94565,4829,0,0
619,1,2006,2,23,10,21.73,0,4.72291E+18,94583,5411,0,0
619,1,2007,4,16,13,80,0,-1.28808E+18,93291,5499,0,0
619,1,2008,12,8,9,4.55,0,-5.0235E+18,94565,5812,1,0
619,1,2010,8,29,11,14.25,2,-7.42109E+18,,5311,0,0
619,1,2012,5,1,10,33.53,0,-5.46792E+18,94564,5912,0,0
619,1,2013,12,26,6,70.49,0,9.70328E+16,94565,5411,0,0
619,1,2015,8,31,9,3.04,1,-5.47568E+18,94591,5942,0,0
619,1,2017,5,5,16,131.85,1,-5.46792E+18,94564,5912,0,0
619,1,2018,11,25,16,120,1,-4.28247E+18,94565,4829,0,0
619,1,2019,11,18,13,8.32,2,-2.04205E+18,,5815,0,0
620,0,2005,3,29,11,85,0,-1.28808E+18,20708,5499,0,0
620,0,2006,6,14,8,4.91,0,-5.47568E+18,20747,5942,0,0
620,0,2008,10,21,11,18.94,0,-1.28808E+18,20708,5499,0,0
620,0,2010,1,17,8,3.51,0,5.2328E+18,20708,5814,0,0
620,0,2011,3,18,8,3.51,0,4.72291E+18,20714,5411,0,0
620,0,2012,5,30,11,-90,0,-5.16204E+18,20708,5541,0,0
620,0,2013,8,26,19,173,0,1.90253E+17,78245,3359,0,0
620,0,2015,4,27,8,3.42,1,-5.47568E+18,20747,5942,0,0
620,0,2017,3,27,8,3.78,1,-1.28808E+18,20774,5499,0,0
620,0,2019,3,11,14,160.55,0,-5.46792E+18,20710,5912,0,0
620,1,2015,4,13,8,3.29,1,4.55598E+18,20708,5411,0,0
620,1,2017,5,25,15,40,1,-4.28247E+18,20715,4829,0,0
620,1,2019,4,28,22,58.29,1,-6.03533E+18,91801,5812,0,0
621,0,2005,10,23,9,0.11,0,-5.47568E+18,60805,5942,0,0
621,0,2007,2,8,13,38.65,0,-7.14667E+18,28655,5970,0,0
621,0,2008,3,1,8,0.12,0,6.95234E+18,28610,5812,0,0
621,0,2009,1,11,7,25.89,2,-2.08849E+18,,4784,0,0
621,0,2009,11,11,18,19.34,2,-2.08849E+18,,4784,0,0
621,0,2010,8,26,12,95.14,0,6.15272E+18,28610,5912,0,0
621,0,2011,6,15,8,0.12,0,-1.04662E+18,28613,5812,0,0
621,0,2012,3,22,8,24.71,2,-2.08849E+18,,4784,0,0
621,0,2013,1,7,17,26.59,2,-2.08849E+18,,4784,0,0
621,0,2013,10,14,13,140.33,0,4.22485E+17,28610,5411,0,0
621,0,2014,7,13,18,23.68,2,-2.08849E+18,,4784,0,0
621,0,2015,3,21,8,21.9,2,-2.08849E+18,,4784,0,0
621,0,2015,12,22,8,34.83,2,-2.08849E+18,,4784,0,0
621,0,2016,9,29,8,0.13,1,2.02755E+18,28031,5541,0,0
621,0,2017,6,10,14,112.57,2,-5.94936E+18,,4900,0,0
621,0,2018,3,1,8,21.33,2,-2.08849E+18,,4784,0,0
621,0,2018,11,15,18,27.08,2,-2.08849E+18,,4784,0,0
621,0,2019,8,3,18,24.76,2,-2.08849E+18,,4784,0,0
621,1,2006,10,29,6,85,0,-4.33423E+18,75208,5541,0,0
622,0,2011,2,14,11,170.98,0,6.69846E+18,93933,4814,0,0
622,0,2012,2,17,13,-89,0,1.79919E+18,93924,5499,0,0
622,0,2013,2,22,10,11.65,0,-4.5306E+18,93940,5812,0,0
622,0,2014,2,5,13,133.56,0,-5.16204E+18,93923,5541,0,0
622,0,2015,2,3,13,99,1,1.79919E+18,93924,5499,0,0
622,0,2016,4,11,11,14.22,1,-5.21327E+18,80160,5411,0,0
622,0,2017,8,6,16,46.46,1,-4.48122E+18,93923,8099,0,0
622,0,2019,1,27,6,2.36,1,1.41957E+18,93923,5812,0,0
622,1,2018,6,8,12,87,1,1.79919E+18,93924,5499,0,0
622,1,2019,11,16,3,67.97,1,-2.91654E+18,93924,5719,0,0
622,2,2016,8,11,10,10.54,1,1.12925E+17,94801,5541,0,0
622,2,2017,12,18,19,-215,1,-1.90813E+18,48146,3771,0,0
622,3,2010,2,20,13,79.38,0,-5.16204E+18,93923,5541,0,0
622,3,2010,10,28,13,142.14,0,-5.16204E+18,93923,5541,0,0
622,3,2011,10,4,6,1.76,0,4.72291E+18,93940,5411,0,0
622,3,2012,10,3,13,142.04,0,-5.16204E+18,93923,5541,0,0
622,3,2013,8,28,19,25.68,0,-3.26567E+18,93950,7832,0,0
622,3,2014,8,27,2,65.7,0,1.33815E+18,93923,5310,0,0
622,3,2015,8,5,13,-63,1,1.79919E+18,93924,5499,1,0
622,3,2016,12,28,6,1.15,1,-6.57101E+18,93933,5499,0,0
622,3,2018,5,17,13,-51,1,-5.16204E+18,93923,5541,0,0
622,3,2019,9,14,13,70,1,-5.16204E+18,93923,5541,0,0
623,0,2006,1,23,14,5.76,0,9.70328E+16,76119,5411,0,0
623,0,2007,4,13,14,5.9,0,9.70328E+16,76119,5411,0,0
623,0,2008,7,4,13,120,0,-4.28247E+18,76133,4829,0,0
623,0,2009,10,6,14,204.6,0,-9.19071E+18,76119,8021,0,0
623,0,2010,12,17,12,140,0,-4.28247E+18,76133,4829,0,0
623,0,2012,2,27,13,160,0,-4.28247E+18,76133,4829,0,0
623,0,2013,5,17,7,74,0,-1.28808E+18,76119,5499,0,0
623,0,2014,7,27,12,140,0,-4.28247E+18,76133,4829,0,0
623,0,2015,10,22,13,180,1,-4.28247E+18,76133,4829,0,0
623,0,2016,12,27,12,120,1,-4.28247E+18,76133,4829,0,0
623,0,2018,3,2,13,100,1,-4.28247E+18,76133,4829,0,0
623,0,2019,5,22,13,100,1,-4.28247E+18,76133,4829,0,0
624,0,2012,2,28,11,11.61,0,1.38893E+18,95134,4121,0,0
624,0,2017,2,10,15,2.03,1,6.48518E+16,95134,5912,0,0
624,1,2008,5,30,11,26.63,0,-5.16204E+18,95134,5541,0,0
624,1,2010,9,10,22,73.78,0,-9.84445E+17,,5814,0,0
624,1,2013,9,26,10,43.71,2,-7.42109E+18,,5311,0,0
624,1,2016,11,8,11,33.04,0,4.7517E+18,95134,5814,0,0
624,1,2019,1,6,11,11.49,1,1.38893E+18,95134,4121,0,0
624,2,2009,8,20,11,15.08,2,-6.16004E+18,,4121,0,0
624,2,2012,6,28,22,75.08,0,4.7517E+18,95134,5814,0,0
624,2,2016,1,6,22,94.32,1,-4.92738E+18,95135,5812,0,0
624,2,2018,6,7,21,68.54,1,-4.92738E+18,95135,5812,0,0
624,3,2015,3,3,11,8.82,2,-5.84193E+18,,4121,0,0
624,3,2017,10,14,9,-450,1,-1.12121E+17,95864,3509,0,0
624,3,2019,10,24,11,16.1,2,-6.16004E+18,,4121,0,0
624,4,2007,5,28,22,91.2,0,-4.92738E+18,95135,5812,0,0
624,4,2008,3,27,22,71.23,0,-4.92738E+18,95135,5812,0,0
624,4,2009,11,11,22,81.75,0,-7.96276E+18,95134,5812,1,0
624,4,2011,12,31,11,11.64,0,1.38893E+18,95134,4121,0,0
624,5,2012,1,31,21,80.94,0,-4.92738E+18,95135,5812,0,0
624,5,2014,7,11,22,75.81,0,-4.92738E+18,95135,5812,0,0
624,6,2003,3,28,11,10.71,2,-5.84193E+18,,4121,0,0
624,6,2004,1,23,11,11.19,0,1.38893E+18,95134,4121,0,0
624,6,2004,11,27,11,173.78,0,9.70328E+16,95139,5411,0,0
624,6,2005,10,23,11,-53,0,-1.28808E+18,95134,5499,0,0
625,0,2007,11,30,20,38.04,0,-1.28808E+18,46035,5499,0,0
625,0,2011,9,23,9,16.73,0,1.91348E+18,46307,5300,0,0
625,0,2015,10,14,18,82.59,1,4.7517E+18,46256,5814,0,0
625,1,2006,2,12,10,12.46,0,-1.04662E+18,49444,5812,0,0
625,1,2016,10,15,22,12.32,1,7.23505E+18,46256,5921,0,0
625,2,2006,2,17,9,25.18,0,-5.47568E+18,46385,5942,0,0
625,3,2013,5,21,18,44.6,0,-7.05207E+18,97056,5814,0,0
625,3,2016,3,17,9,22.82,1,8.59889E+18,46256,5912,0,0
625,3,2019,4,20,9,24.17,1,5.81722E+18,46260,5912,0,0
625,4,2001,12,8,7,6.92,0,4.7517E+18,46256,5814,0,0
625,4,2002,12,13,19,88.27,0,5.2051E+18,46260,5812,0,0
625,4,2003,12,21,10,14.09,0,2.02755E+18,46256,5541,0,0
625,4,2005,7,12,21,37.92,0,2.02755E+18,46256,5541,0,0
625,4,2007,2,1,21,76,0,2.02755E+18,46256,5541,0,0
625,4,2008,8,10,6,8.98,0,2.02755E+18,46256,5541,0,0
625,4,2010,3,27,21,72,0,2.02755E+18,46256,5541,0,0
625,4,2012,2,22,18,80.07,0,5.2051E+18,46260,5812,0,0
625,4,2015,4,29,14,73.58,1,-7.80705E+18,44125,3684,1,0
625,4,2018,6,23,10,16.73,0,-2.22226E+18,46118,5411,0,0
625,6,2005,10,10,11,275,0,-1.90813E+18,48146,3771,0,0
625,6,2009,11,5,18,25.34,0,-1.05483E+18,60411,5812,0,0
625,6,2013,12,19,13,163.97,0,2.64267E+18,46256,5300,0,0
625,6,2017,3,24,21,-78,0,2.02755E+18,46256,5541,0,0
625,6,2019,3,9,12,5.49,0,-1.13458E+18,46256,5310,0,0
627,1,2016,8,2,3,175.15,0,1.91348E+18,46516,5300,0,0
627,1,2017,7,23,3,124.22,0,3.20322E+18,46383,5912,0,0
627,1,2018,7,26,13,8.45,0,7.14672E+18,46383,5411,0,0
627,1,2019,7,17,7,14.34,0,1.66502E+17,46383,5300,0,0
628,0,2010,6,1,11,-83,0,2.02755E+18,22003,5541,0,0
628,0,2012,4,4,7,129.18,0,-7.59064E+18,22031,4111,0,0
628,0,2014,2,23,11,6.19,0,-4.30543E+17,22003,5411,0,0
628,0,2015,12,4,11,34.36,1,1.79919E+18,22003,5499,0,0
628,0,2017,11,26,13,21.88,1,-5.29668E+18,22003,5813,0,0
628,0,2019,9,8,11,10.13,1,-2.92694E+18,22003,5812,0,0
628,1,2001,1,6,6,94.78,0,-7.59064E+18,22031,4111,0,0
628,1,2001,11,19,9,26.76,0,-3.13746E+18,22003,8099,0,0
628,1,2002,10,8,12,21.82,0,-5.29668E+18,22003,5813,0,0
628,1,2003,8,24,7,110.63,0,-7.59064E+18,22031,4111,0,0
628,1,2004,7,8,16,100,0,-4.28247E+18,48823,4829,0,0
628,1,2005,6,27,17,84.42,0,-3.22076E+18,22042,5311,0,0
628,1,2006,7,16,21,444.55,0,3.63794E+18,89109,7995,0,0
628,1,2007,7,25,11,84,0,1.79919E+18,22003,5499,0,0
628,1,2008,9,10,14,23.37,0,-5.29668E+18,22003,5813,0,0
628,1,2009,10,4,15,16.26,0,6.09856E+18,22026,4214,0,0
628,1,2011,8,19,3,8.7,0,-8.06639E+18,22003,5921,0,0
628,1,2013,8,6,14,19.66,0,-5.29668E+18,22003,5813,0,0
628,1,2015,6,26,13,19.76,1,-5.29668E+18,22003,5813,0,0
628,1,2017,5,10,11,-62,1,1.79919E+18,22003,5499,0,0
628,1,2019,3,25,11,32.57,1,2.02755E+18,22003,5541,0,0
629,0,2010,3,21,14,40.01,0,-6.73834E+18,30809,7538,0,0
629,0,2016,2,14,10,37.28,1,-2.45178E+17,30802,5311,0,0
629,1,2013,10,24,2,193.26,2,4.24134E+18,,4814,0,0
629,2,2016,2,9,3,37.93,1,1.91348E+18,30752,5300,0,0
629,3,2006,8,22,21,123.55,0,-1.90813E+18,48146,3771,0,0
629,3,2009,10,16,2,179.33,0,1.58087E+18,30752,4900,0,0
629,3,2015,11,4,16,29.61,1,5.76311E+18,30809,5310,0,0
631,0,2008,2,2,8,2.75,0,4.72291E+18,96782,5411,1,0
631,0,2009,8,4,14,-374,0,1.94253E+18,63135,7011,0,0
631,0,2011,2,28,14,44.15,0,-6.73834E+18,96755,7538,0,0
631,0,2012,8,21,22,41.82,0,3.63912E+18,98144,5814,0,0
631,0,2014,2,17,14,53.29,0,-4.32797E+17,96754,7538,0,0
631,0,2015,9,1,14,46.59,1,-4.32797E+17,96754,7538,0,0
631,0,2017,2,27,22,16.1,1,-6.66085E+18,96754,5813,0,0
631,0,2018,10,25,14,46.35,1,-6.73834E+18,96755,7538,0,0
632,0,2010,7,5,19,84.61,0,-5.46792E+18,12533,5912,0,0
632,0,2013,10,31,6,28.59,0,-5.98486E+18,12528,5912,0,0
632,0,2020,2,22,13,160,0,-4.28247E+18,12550,4829,0,0
632,1,2016,1,2,14,4.76,0,-2.26633E+18,12528,5812,0,0
632,1,2018,9,7,6,33.56,0,9.70328E+16,12533,5411,0,0
632,2,2010,9,25,6,25.72,0,3.77728E+18,75210,5912,0,0
632,2,2014,3,13,10,-469,0,-4.68844E+18,48207,7011,0,0
633,0,2010,9,7,10,10.91,0,9.20135E+18,49431,7210,0,0
633,0,2013,4,17,15,22.45,0,1.79919E+18,49431,5499,0,0
633,0,2015,10,25,22,55.2,1,5.76311E+18,49464,5310,0,0
633,0,2018,6,14,14,37.84,1,3.00983E+18,85929,5813,0,0
633,2,2008,10,24,16,67.01,0,-5.16204E+18,49431,5541,0,0
633,2,2010,3,6,14,43.51,0,-4.69046E+18,49431,7230,0,0
633,2,2012,6,19,6,3.49,0,-5.47568E+18,49457,5942,0,0
633,2,2015,1,2,14,102.61,1,-5.16204E+18,49431,5541,0,0
633,2,2017,5,26,16,53,1,1.79919E+18,49431,5499,0,0
633,2,2019,10,20,16,57,1,1.79919E+18,49431,5499,0,0
634,1,2011,8,20,16,74.27,0,4.72291E+18,29697,5411,0,0
634,2,2009,3,10,16,63.07,0,2.54881E+18,29693,5912,0,0
634,2,2012,4,19,16,17.22,0,-4.75206E+18,29702,4214,0,0
634,2,2015,7,11,16,56.84,1,9.05774E+18,29720,5311,0,0
634,2,2018,12,26,8,72,1,-3.34594E+18,29702,7538,0,0
634,3,2009,5,28,11,3.07,0,-5.40714E+18,29693,5812,0,0
634,3,2012,10,11,16,65.99,0,-4.16209E+18,29693,5300,0,0
634,3,2016,4,21,11,7.11,1,4.72291E+18,29697,5411,0,0
634,3,2019,9,28,16,16.38,1,-4.75206E+18,29702,4214,0,0
634,4,2012,5,2,18,17.84,0,-3.54564E+18,29693,7230,0,0
634,4,2015,11,5,16,46.97,1,-7.97262E+18,29693,5411,0,0
634,4,2019,3,20,16,71.61,1,2.54881E+18,29693,5912,0,0
634,5,2011,1,18,11,1.72,0,4.72291E+18,29697,5411,0,0
634,5,2014,12,30,11,2.3,0,-1.66216E+18,29697,5541,0,0
634,5,2018,1,21,11,31.26,1,-2.91654E+18,30024,5719,0,0
635,0,2000,10,9,9,70.46,0,-5.46792E+18,50466,5912,0,0
635,0,2002,3,26,14,224.76,0,-7.81914E+18,50458,4900,0,0
635,0,2003,8,20,5,100,0,-4.28247E+18,50480,4829,0,0
635,0,2005,1,18,14,1.43,0,6.6665E+18,50456,5499,0,0
635,0,2006,6,27,18,15.88,0,-4.86666E+18,50456,5812,0,0
635,0,2007,12,17,14,0.55,0,6.6665E+18,50456,5499,0,0
635,0,2009,4,24,12,66.04,0,-6.91643E+18,50456,7230,0,0
635,0,2010,9,4,12,28.48,0,-5.39403E+18,50458,5813,0,0
635,0,2012,2,16,14,1.32,0,6.6665E+18,50456,5499,0,0
635,0,2013,9,13,9,66.27,0,6.66197E+18,50501,5211,0,0
637,0,2008,3,5,9,2.74,0,-4.50054E+18,47424,5814,0,0
637,0,2010,2,4,12,80,0,-4.33423E+18,47429,5541,0,0
637,0,2013,1,16,3,128.09,0,-3.72029E+18,47424,4900,0,0
637,0,2016,2,2,12,86,1,1.79919E+18,47427,5499,0,0
637,1,2009,9,28,13,12.55,0,7.75129E+18,47424,7538,0,0
637,1,2013,8,20,20,21.64,0,3.46348E+18,47424,5813,0,0
637,1,2018,4,23,12,15.74,1,6.13521E+18,47432,9402,0,0
637,2,2012,1,10,13,15.18,0,-3.34594E+18,47558,7538,0,0
637,2,2014,8,20,11,-82,0,-4.33423E+18,47429,5541,0,0
637,2,2017,4,29,11,8.84,1,7.84762E+18,47424,5812,0,0
637,2,2019,3,18,11,8.36,1,4.72291E+18,47451,5411,0,0
638,0,2004,11,19,9,3.5,0,-5.44777E+18,40484,5812,0,0
638,0,2006,12,15,11,11.22,0,6.94834E+18,40484,5921,0,0
638,0,2009,2,24,11,6.41,0,-5.16204E+18,40484,5541,0,0
638,0,2011,4,11,9,7.15,0,-5.16204E+18,40484,5541,0,0
638,0,2013,4,29,10,20.21,0,7.14574E+18,40484,5251,0,0
638,0,2015,6,14,11,10.11,0,1.4122E+18,42724,5411,0,0
638,0,2017,6,24,9,4.67,0,5.29145E+18,40484,5411,0,0
638,0,2019,8,25,12,98.65,0,3.41453E+18,40509,5651,0,0
638,1,2007,6,26,12,90,0,-1.28808E+18,40502,5499,0,0
638,1,2011,7,4,16,25.7,0,-2.74491E+18,40502,5812,0,0
638,1,2015,9,10,9,2.56,1,5.29145E+18,40484,5411,0,0
638,1,2019,10,19,6,18.32,1,1.91348E+18,40502,5300,0,0
641,0,2008,1,19,8,4.65,0,-5.47568E+18,80110,5942,0,0
641,0,2014,11,28,12,-55,0,8.43845E+18,80102,5541,0,0
641,0,2018,8,6,13,180,1,-4.28247E+18,80104,4829,0,0
641,1,2008,5,21,13,100,0,-4.28247E+18,80104,4829,0,0
641,1,2013,9,10,9,29.69,0,-2.16533E+18,80104,5311,0,0
641,1,2019,5,17,8,4.6,1,4.72291E+18,80107,5411,0,0
641,3,2014,8,18,23,427,0,5.23774E+18,89148,3775,0,0
641,4,2020,1,31,9,25.08,1,-3.22076E+18,80232,5311,0,0
641,5,2014,6,28,8,4.64,0,1.79919E+18,48223,5499,0,0
641,6,2009,7,20,12,336.39,2,8.09919E+18,,7996,0,0
642,0,2020,2,23,6,5.85,1,9.70328E+16,10026,5411,0,0
643,0,2016,2,1,8,66.02,0,-6.73834E+18,64050,7538,0,0
643,0,2018,9,24,18,50,0,2.02755E+18,64050,5541,0,0
643,1,2009,9,2,8,2.01,0,3.21714E+18,64050,5812,0,0
643,1,2011,7,3,12,62.65,0,5.81722E+18,64050,5912,0,0
643,1,2012,12,29,18,-91,0,1.79919E+18,64052,5499,0,0
643,1,2015,8,5,3,133.89,1,-3.69365E+18,64063,4814,0,0
643,1,2018,4,18,11,5.75,1,3.21714E+18,64050,5812,0,0
644,0,2010,3,10,15,35.02,0,2.55135E+18,16505,5813,0,0
644,0,2010,12,27,15,99.79,0,1.79919E+18,16505,5499,0,0
644,0,2011,10,19,8,4.36,0,3.63912E+18,16505,5814,0,0
644,0,2012,8,20,13,47.68,0,2.91033E+18,38237,7538,0,0
644,0,2013,5,20,6,200,0,-4.28247E+18,16510,4829,0,0
644,0,2014,3,10,7,160,0,-4.28247E+18,28304,4829,0,0
644,0,2014,12,11,8,3.55,0,1.53002E+18,16505,5812,0,0
644,0,2015,10,3,7,160,1,-4.28247E+18,16510,4829,0,0
644,0,2016,7,28,16,34.41,2,-4.24141E+18,,7349,0,0
644,0,2017,5,9,10,10.98,1,4.83997E+18,20875,5411,0,0
644,0,2018,3,1,7,3.4,0,-2.74826E+18,16505,5411,0,0
644,0,2018,12,22,8,3.97,0,-2.74826E+18,16505,5411,0,0
644,0,2019,10,11,9,11.19,1,1.53002E+18,16505,5812,0,0
645,1,2013,4,25,18,153.21,0,-5.70173E+18,2066,5912,0,0
645,1,2014,12,20,11,86.95,0,-2.37761E+18,2066,5411,0,0
645,1,2016,7,27,19,153.69,0,2.74445E+18,10005,5300,0,0
645,1,2018,2,17,11,70.28,1,-2.37761E+18,2066,5411,0,0
645,1,2019,10,17,11,70.72,1,-5.90412E+18,2139,5719,0,0
645,2,2011,1,20,11,21.25,0,-5.16204E+18,2067,5541,0,0
645,2,2011,11,28,18,136.63,0,-5.16204E+18,2067,5541,0,0
645,2,2013,1,21,18,136.77,0,-2.37761E+18,2066,5411,1,0
645,2,2014,10,26,18,159.6,0,-2.16533E+18,2067,5311,0,0
645,2,2016,6,7,18,127.8,2,-7.42109E+18,,5311,0,0
645,2,2018,1,26,9,79,1,-5.16204E+18,2067,5541,0,0
645,2,2019,8,31,13,80.17,1,-7.38983E+18,2066,7538,0,0
646,1,2005,3,28,10,23.55,0,-8.09329E+18,95831,7542,0,0
646,1,2007,2,4,7,4.37,0,8.91968E+18,95831,5814,0,0
646,1,2009,6,25,21,74.89,0,-7.14667E+18,95831,5970,0,0
646,1,2012,8,24,12,31.29,0,4.72291E+18,95832,5411,0,0
646,1,2017,9,7,6,120,0,-4.28247E+18,95901,4829,0,0
646,2,2014,10,1,11,36.71,2,-1.85694E+18,,5192,0,0
646,2,2019,6,20,17,237.03,1,5.49708E+18,95831,5655,0,0
646,3,2011,4,13,11,64.99,0,-2.47248E+18,95831,7538,0,0
646,3,2014,8,20,15,45.38,2,-9.09268E+18,,4900,0,0
647,1,2016,9,2,12,-97,1,-4.33423E+18,91910,5541,0,0
647,2,2009,1,8,11,23.63,0,-2.74826E+18,91910,5411,0,0
647,2,2011,12,10,11,20.42,0,-4.33423E+18,91910,5541,0,0
647,2,2016,1,3,12,45,1,-4.33423E+18,91910,5541,0,0
647,3,2011,9,3,10,15.39,0,6.13521E+18,91910,9402,0,0
647,3,2015,1,16,12,-67,1,-4.33423E+18,91910,5541,0,0
647,3,2018,2,23,12,41.3,1,-8.50001E+17,91910,7349,0,0
647,4,2008,3,18,12,50,0,-1.28808E+18,92264,5499,0,0
647,4,2010,12,18,12,51.17,0,1.79919E+18,91910,5499,0,0
647,4,2014,11,4,12,-98,0,1.79919E+18,91910,5499,0,0
647,4,2020,1,2,13,36.29,1,2.02755E+18,92028,5541,1,0
648,0,2010,2,13,15,46.8,0,8.50583E+17,25312,5310,0,0
648,0,2011,9,30,17,53.87,0,6.58402E+18,25312,5211,0,0
648,0,2012,10,13,14,73.27,0,9.70328E+16,25314,5411,0,0
648,0,2013,7,31,12,89.85,0,9.70328E+16,25314,5411,0,0
648,0,2014,5,25,13,27.1,0,-1.67718E+18,25320,5310,0,0
648,0,2015,3,14,8,41.75,0,-2.91654E+18,25670,5719,0,0
648,0,2015,12,12,11,111.7,1,-3.69365E+18,25320,4814,0,0
648,0,2016,9,7,22,14.86,1,-3.26567E+18,25827,7832,0,0
648,0,2017,6,25,21,85.35,1,-5.46792E+18,25313,5912,0,0
648,0,2018,4,8,14,97.03,1,-4.22602E+18,25312,5300,0,0
648,0,2019,1,13,12,83.28,1,1.12925E+17,25312,5541,0,0
648,0,2019,10,16,22,22.19,1,-3.26567E+18,25827,7832,0,0
648,1,2004,6,29,15,47.12,0,2.76379E+18,25312,5912,0,0
648,1,2005,3,5,21,33.56,2,-5.84193E+18,,4121,0,0
648,1,2006,2,14,20,37.18,0,-2.91654E+18,25670,5719,0,0
648,1,2007,1,25,12,40,0,-4.28247E+18,25508,4829,0,0
648,1,2007,12,22,12,40,0,-4.28247E+18,25508,4829,0,0
648,1,2009,9,4,15,43.97,0,1.12925E+17,25312,5541,0,0
648,2,2008,3,17,14,82.63,0,-5.46792E+18,25313,5912,0,0
648,2,2009,1,1,21,20.22,0,-4.63043E+18,25312,5812,0,0
648,2,2009,11,19,21,81.09,0,1.91348E+18,25427,5300,0,0
648,2,2010,9,25,9,35.3,0,7.51747E+18,25312,4900,0,0
648,2,2011,7,3,22,24.62,0,-4.12741E+18,25401,7832,0,0
648,2,2012,2,2,15,91.34,0,2.76379E+18,25312,5912,0,0
648,2,2012,8,29,21,76.45,0,-5.46792E+18,25313,5912,0,0
648,2,2013,3,28,8,45.77,0,2.76379E+18,25312,5912,0,0
648,2,2013,11,4,11,0.67,0,6.6665E+18,25404,5499,0,0
648,2,2014,5,31,20,4.2,0,-5.47568E+18,25427,5942,0,0
648,2,2014,12,19,8,36.65,0,8.50583E+17,25312,5310,0,0
648,2,2015,7,2,8,55.52,1,-7.82507E+18,25312,5411,0,0
648,2,2016,1,8,21,38.04,2,-5.84193E+18,,4121,0,0
648,2,2016,7,27,21,72.34,1,9.70328E+16,25314,5411,0,0
648,2,2017,2,12,12,95.91,1,1.91348E+18,25427,5300,0,0
648,2,2017,8,20,21,27.46,2,-6.16004E+18,,4121,0,0
648,2,2018,3,1,16,44.58,1,-7.14667E+18,26003,5970,0,0
648,2,2018,9,13,12,85.04,1,-4.22602E+18,25312,5300,0,0
648,2,2019,3,31,12,82.58,2,-7.42109E+18,,5311,0,0
648,2,2019,10,10,14,78.12,1,1.91348E+18,25427,5300,0,0
648,3,2005,4,15,14,80.31,0,-5.46792E+18,25313,5912,0,0
648,3,2005,11,9,17,48.44,0,-7.14667E+18,26003,5970,0,0
648,3,2006,5,21,21,86.21,0,-7.82507E+18,25312,5411,0,0
648,3,2006,12,6,14,85.04,0,9.70328E+16,25314,5411,0,0
648,3,2007,6,19,16,11.57,2,-5.21142E+17,,5815,0,0
648,3,2008,1,2,11,67.22,0,-4.22602E+18,25312,5300,0,0
648,3,2008,10,29,12,44.45,0,1.12925E+17,25312,5541,0,0
648,3,2010,6,24,14,101.46,0,-4.22602E+18,25312,5300,0,0
648,3,2012,1,29,17,58.24,0,-7.82507E+18,25312,5411,0,0
650,1,2009,1,9,12,67,0,-1.28808E+18,60510,5499,0,0
650,1,2012,1,11,8,402.47,0,-5.05398E+18,78640,8062,0,0
650,1,2014,12,2,11,34.94,0,7.48992E+18,60510,5300,0,0
650,1,2017,11,6,13,48.54,1,5.24664E+18,60510,7230,0,0
650,2,2004,6,20,12,59.65,0,8.38425E+17,60517,4814,0,0
