User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
317,0,2016,4,21,13:29,$56.55,Online Transaction,5.75302E+18,ONLINE,,,5311,,Yes
318,1,2016,3,27,13:04,$153.74,Online Transaction,-8.11299E+18,ONLINE,,,4511,,Yes
318,1,2016,3,27,14:42,$0.10,Swipe Transaction,1.34709E+18,Novi,MI,48377,5912,,Yes
318,1,2016,3,27,14:53,$371.24,Online Transaction,1.83964E+18,ONLINE,,,3000,,Yes
318,2,2015,5,1,15:05,$300.65,Online Transaction,4.87234E+18,ONLINE,,,5732,,Yes
318,2,2015,5,1,16:03,$104.70,Online Transaction,-3.22076E+18,ONLINE,,,5311,,Yes
318,2,2015,5,1,16:07,$460.00,Online Transaction,-7.80705E+18,ONLINE,,,3684,,Yes
318,2,2015,5,3,13:35,$223.00,Online Transaction,4.55289E+18,ONLINE,,,3596,,Yes
318,2,2015,5,3,14:28,$99.30,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
318,2,2015,5,3,15:07,$202.42,Online Transaction,1.69805E+18,ONLINE,,,7922,,Yes
318,2,2015,5,3,15:51,$4.05,Online Transaction,-2.09982E+18,ONLINE,,,7801,,Yes
318,2,2015,5,4,10:19,$99.06,Online Transaction,8.22648E+17,ONLINE,,,5311,,Yes
318,2,2015,5,4,10:29,$64.57,Online Transaction,8.08093E+18,ONLINE,,,5310,,Yes
318,2,2015,5,4,12:01,$77.95,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
318,2,2015,5,4,12:14,$119.52,Online Transaction,-5.69364E+18,ONLINE,,,4112,,Yes
318,2,2015,5,5,15:03,$-460.00,Online Transaction,-7.80705E+18,ONLINE,,,3684,,Yes
318,2,2015,5,5,15:13,$84.60,Online Transaction,-7.80705E+18,ONLINE,,,3684,,Yes
318,2,2015,5,10,10:49,$-223.00,Online Transaction,4.55289E+18,ONLINE,,,3596,,Yes
318,2,2015,5,10,10:52,$51.13,Online Transaction,4.55289E+18,ONLINE,,,3596,Bad Card Number,Yes
318,3,2014,3,29,9:16,$9.05,Swipe Transaction,2.78566E+18,Strasburg,OH,44680,5947,,Yes
318,3,2014,3,29,9:22,$88.54,Online Transaction,-3.73986E+18,ONLINE,,,7832,,Yes
318,3,2014,3,29,11:17,$2.65,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
318,3,2014,3,29,12:26,$39.40,Online Transaction,-5.84193E+18,ONLINE,,,4121,,Yes
318,3,2014,3,29,14:52,$99.23,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
318,3,2014,3,30,10:55,$171.08,Online Transaction,6.63873E+18,ONLINE,,,5732,,Yes
318,3,2014,3,30,12:17,$169.26,Swipe Transaction,7.32765E+18,Strasburg,OH,44680,5411,,Yes
319,1,2006,3,4,11:53,$94.80,Swipe Transaction,9.8555E+17,Algiers,Algeria,,5812,,Yes
319,1,2006,3,8,12:24,$31.60,Swipe Transaction,4.80041E+18,Algiers,Algeria,,7210,,Yes
319,1,2008,1,6,14:06,$41.13,Online Transaction,-7.14667E+18,ONLINE,,,5970,,Yes
319,1,2008,1,6,20:04,$15.87,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
319,1,2008,1,7,16:18,$17.00,Online Transaction,6.13694E+18,ONLINE,,,5045,,Yes
319,1,2008,1,7,16:25,$26.68,Online Transaction,-3.22076E+18,ONLINE,,,5311,,Yes
319,1,2008,1,11,18:01,$350.27,Swipe Transaction,-6.67569E+18,San Francisco,CA,94117,5300,,Yes
319,1,2008,1,13,16:45,$13.51,Online Transaction,5.92371E+18,ONLINE,,,5045,,Yes
319,1,2008,1,13,18:24,$6.10,Swipe Transaction,-5.99553E+18,San Francisco,CA,94127,5912,,Yes
319,1,2008,1,13,18:29,$30.49,Swipe Transaction,-8.91159E+18,San Francisco,CA,94103,7995,,Yes
319,3,2001,8,21,14:23,$318.15,Swipe Transaction,-3.69365E+18,Berkeley,CA,94703,4814,,Yes
319,3,2001,8,22,9:33,$401.81,Swipe Transaction,-3.22076E+18,Richmond,CA,94804,5311,,Yes
319,3,2010,4,8,6:11,$38.26,Online Transaction,8.22648E+17,ONLINE,,,5311,,Yes
319,3,2010,4,8,7:00,$77.99,Online Transaction,-6.16004E+18,ONLINE,,,4121,,Yes
319,3,2010,4,8,10:01,$86.24,Swipe Transaction,-8.13372E+18,Port au Prince,Haiti,,5813,,Yes
319,3,2010,4,8,10:29,$31.23,Swipe Transaction,-1.61517E+18,Port au Prince,Haiti,,5912,,Yes
319,3,2010,4,8,12:57,$155.72,Online Transaction,6.75962E+18,ONLINE,,,5311,,Yes
319,3,2010,4,9,8:03,$105.17,Online Transaction,-3.22076E+18,ONLINE,,,5311,,Yes
319,3,2010,4,9,8:28,$0.64,Online Transaction,-2.45178E+17,ONLINE,,,5311,,Yes
319,3,2010,4,9,9:02,$22.31,Swipe Transaction,2.85609E+17,Port au Prince,Haiti,,5812,,Yes
319,3,2010,4,9,11:09,$0.06,Online Transaction,-5.43252E+17,ONLINE,,,5977,,Yes
319,3,2010,4,9,11:19,$83.78,Online Transaction,8.22648E+17,ONLINE,,,5311,,Yes
319,3,2010,4,11,5:44,$7.30,Online Transaction,-2.04205E+18,ONLINE,,,5815,,Yes
319,3,2010,4,11,8:18,$0.06,Online Transaction,6.75962E+18,ONLINE,,,5311,,Yes
319,3,2010,4,11,9:09,$53.13,Online Transaction,-3.09674E+18,ONLINE,,,5814,,Yes
319,5,2016,1,14,11:39,$53.16,Online Transaction,2.88419E+18,ONLINE,,,5311,,Yes
319,5,2016,1,14,12:07,$127.97,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
319,5,2016,1,14,16:35,$25.95,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
319,5,2016,1,16,10:24,$138.48,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
319,5,2016,1,16,11:20,$0.06,Online Transaction,5.81722E+18,ONLINE,,,5912,,Yes
319,5,2016,1,18,10:34,$79.17,Online Transaction,4.87234E+18,ONLINE,,,5732,,Yes
319,5,2016,1,18,10:42,$232.14,Online Transaction,7.47959E+18,ONLINE,,,5311,,Yes
319,5,2016,1,18,11:55,$939.10,Online Transaction,-5.51332E+17,ONLINE,,,4411,,Yes
320,2,2005,8,22,10:47,$213.06,Swipe Transaction,-6.76107E+18,Waco,TX,76711,5310,,Yes
320,2,2005,8,22,12:42,$51.19,Swipe Transaction,5.75302E+18,Goodfellow Afb,TX,76908,5311,,Yes
320,2,2005,8,22,15:30,$72.49,Swipe Transaction,4.87234E+18,Houston,TX,77021,5732,,Yes
320,2,2005,8,22,17:45,$53.80,Swipe Transaction,9.05774E+18,Meridian,TX,76665,5311,,Yes
320,2,2005,8,29,16:09,$129.72,Swipe Transaction,-3.39554E+18,Mexia,TX,76667,5311,,Yes
320,2,2005,8,29,17:26,$15.58,Swipe Transaction,-1.39682E+18,Houston,TX,77074,5816,,Yes
320,2,2005,8,31,10:54,$56.02,Swipe Transaction,4.87234E+18,Houston,TX,77021,5732,,Yes
320,2,2005,8,31,17:45,$96.49,Swipe Transaction,-6.76107E+18,Waco,TX,76705,5310,,Yes
320,2,2005,9,5,15:34,$35.91,Swipe Transaction,-2.74491E+18,Brownwood,TX,76801,5812,,Yes
320,2,2005,9,5,15:58,$0.05,Swipe Transaction,4.08154E+18,Brownwood,TX,76801,5541,,Yes
320,2,2006,2,21,12:06,$3.18,Swipe Transaction,-4.75206E+18,Lott,TX,76656,4214,,Yes
320,2,2006,2,21,19:49,$268.15,Swipe Transaction,-7.89397E+18,Houston,TX,77049,3260,,Yes
320,2,2006,2,23,17:13,$29.63,Swipe Transaction,-1.39682E+18,Houston,TX,77074,5816,,Yes
320,2,2006,2,28,14:26,$28.47,Swipe Transaction,4.32836E+18,Thackerville,OK,73459,7995,,Yes
320,2,2008,7,31,7:04,$121.00,Online Transaction,-1.00748E+18,ONLINE,,,3780,,Yes
320,2,2008,8,5,2:08,$282.83,Online Transaction,-1.00748E+18,ONLINE,,,3780,,Yes
320,2,2008,8,5,2:15,$-121.00,Online Transaction,-1.00748E+18,ONLINE,,,3780,,Yes
320,2,2010,2,8,6:02,$78.53,Online Transaction,1.83964E+18,ONLINE,,,3000,,Yes
320,2,2010,2,8,6:02,$55.68,Online Transaction,-5.47568E+18,ONLINE,,,5942,,Yes
320,2,2010,2,8,8:40,$201.49,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
320,2,2010,2,8,10:50,$34.87,Online Transaction,3.63555E+18,ONLINE,,,5310,,Yes
320,2,2010,2,8,11:28,$64.03,Online Transaction,-3.22076E+18,ONLINE,,,5311,,Yes
320,2,2010,2,8,13:42,$0.90,Online Transaction,-1.67718E+18,ONLINE,,,5310,,Yes
320,2,2010,2,9,8:16,$53.20,Online Transaction,-5.43252E+17,ONLINE,,,5977,,Yes
320,2,2010,2,9,8:36,$109.80,Online Transaction,-6.76107E+18,ONLINE,,,5310,,Yes
320,2,2010,2,9,9:19,$43.82,Online Transaction,5.05184E+18,ONLINE,,,5941,,Yes
320,2,2010,2,21,3:04,$0.63,Online Transaction,-2.87577E+18,ONLINE,,,5310,,Yes
320,2,2010,2,21,7:48,$329.00,Online Transaction,7.50185E+18,ONLINE,,,4722,,Yes
320,2,2010,2,21,8:46,$69.46,Online Transaction,7.47959E+18,ONLINE,,,5311,,Yes
320,2,2010,2,21,11:15,$11.67,Online Transaction,6.13694E+18,ONLINE,,,5045,,Yes
320,2,2010,2,21,13:04,$96.58,Online Transaction,-5.46792E+18,ONLINE,,,5912,,Yes
320,2,2010,2,21,13:17,$43.24,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
320,2,2010,2,22,3:06,$1542.77,Online Transaction,-5.51332E+17,ONLINE,,,4411,,Yes
320,2,2010,2,22,3:29,$75.15,Online Transaction,3.63555E+18,ONLINE,,,5310,,Yes
320,2,2010,2,28,1:30,$3.22,Online Transaction,7.50185E+18,ONLINE,,,4722,,Yes
320,2,2010,2,28,1:38,$-329.00,Online Transaction,7.50185E+18,ONLINE,,,4722,,Yes
320,2,2010,6,17,8:35,$66.17,Online Transaction,-6.16004E+18,ONLINE,,,4121,,Yes
320,2,2010,6,17,9:30,$99.21,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
320,2,2010,6,17,9:41,$53.76,Online Transaction,-7.42109E+18,ONLINE,,,5311,,Yes
320,2,2010,6,17,11:09,$5.16,Online Transaction,4.87234E+18,ONLINE,,,5732,,Yes
320,2,2010,6,17,11:56,$149.47,Online Transaction,4.79601E+18,ONLINE,,,5732,,Yes
320,2,2010,6,18,5:35,$414.00,Online Transaction,-8.56695E+18,ONLINE,,,3640,,Yes
320,2,2010,6,18,12:06,$917.75,Online Transaction,7.69648E+18,ONLINE,,,5533,,Yes
320,2,2010,6,18,12:15,$102.45,Online Transaction,8.18129E+18,ONLINE,,,5661,,Yes
320,2,2010,6,18,13:35,$1.97,Swipe Transaction,5.32246E+18,Port au Prince,Haiti,,5411,,Yes
320,2,2010,6,18,14:40,$419.00,Online Transaction,3.33722E+17,ONLINE,,,4722,,Yes
320,2,2010,6,19,4:16,$179.40,Online Transaction,-8.56695E+18,ONLINE,,,3640,,Yes
320,2,2010,6,19,4:29,$-414.00,Online Transaction,-8.56695E+18,ONLINE,,,3640,,Yes
320,2,2010,6,20,5:40,$120.00,Online Transaction,1.7153E+18,ONLINE,,,3722,,Yes
320,2,2010,6,20,12:22,$89.34,Online Transaction,-2.91654E+18,ONLINE,,,5719,,Yes
320,2,2010,6,21,5:26,$53.34,Online Transaction,8.37604E+18,ONLINE,,,4131,,Yes
320,2,2010,6,21,8:23,$0.72,Swipe Transaction,5.32246E+18,Port au Prince,Haiti,,5411,,Yes
320,2,2010,6,23,7:16,$-419.00,Online Transaction,3.33722E+17,ONLINE,,,4722,,Yes
320,2,2010,6,23,7:22,$269.24,Online Transaction,3.33722E+17,ONLINE,,,4722,,Yes
320,2,2010,6,26,0:09,$-120.00,Online Transaction,1.7153E+18,ONLINE,,,3722,,Yes
320,2,2010,6,26,0:10,$4.29,Online Transaction,1.7153E+18,ONLINE,,,3722,,Yes
320,2,2016,12,11,13:27,$26.76,Online Transaction,-1.11958E+18,ONLINE,,,5045,,Yes
320,3,2009,5,19,1:00,$27.10,Online Transaction,6.75962E+18,ONLINE,,,5311,,Yes
320,3,2009,5,23,20:32,$75.42,Online Transaction,-3.03858E+17,ONLINE,,,5251,,Yes
320,3,2009,5,23,20:32,$51.88,Swipe Transaction,-8.47713E+18,Funafuti,Tuvalu,,5411,,Yes
320,3,2009,5,23,23:06,$8.21,Swipe Transaction,1.61723E+18,Funafuti,Tuvalu,,5921,,Yes
320,3,2009,5,24,21:03,$164.08,Swipe Transaction,8.0579E+18,Funafuti,Tuvalu,,5912,,Yes
320,3,2009,5,24,22:43,$10.25,Swipe Transaction,1.61723E+18,Funafuti,Tuvalu,,5921,,Yes
320,3,2009,5,24,22:59,$69.34,Swipe Transaction,-1.77861E+18,Funafuti,Tuvalu,,5712,,Yes
320,3,2009,5,25,23:32,$65.55,Online Transaction,-5.90412E+18,ONLINE,,,5719,,Yes
320,3,2009,5,25,23:33,$48.25,Online Transaction,-5.69364E+18,ONLINE,,,4112,,Yes
320,3,2009,5,30,20:36,$126.94,Online Transaction,4.79601E+18,ONLINE,,,5732,,Yes
320,3,2009,6,1,21:31,$11.32,Online Transaction,-5.46792E+18,ONLINE,,,5912,,Yes
320,3,2009,6,1,23:54,$2.50,Online Transaction,-4.75206E+18,ONLINE,,,4214,,Yes
320,3,2009,6,2,0:58,$253.47,Online Transaction,-7.90281E+18,ONLINE,,,4411,,Yes
320,3,2009,6,2,0:58,$63.06,Swipe Transaction,8.0579E+18,Funafuti,Tuvalu,,5912,,Yes
320,3,2009,6,4,19:53,$2.43,Online Transaction,6.45521E+18,ONLINE,,,5815,,Yes
320,3,2009,6,5,2:46,$9.11,Online Transaction,-3.22076E+18,ONLINE,,,5311,,Yes
322,1,2008,5,19,8:51,$122.52,Online Transaction,-3.22076E+18,ONLINE,,,5311,,Yes
322,1,2008,5,19,9:13,$0.69,Online Transaction,3.63555E+18,ONLINE,,,5310,,Yes
322,1,2008,5,19,10:20,$130.57,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
322,1,2008,5,19,10:38,$95.60,Swipe Transaction,-2.09227E+18,Land O Lakes,FL,34639,5411,,Yes
322,1,2008,5,19,14:37,$436.00,Online Transaction,3.33722E+17,ONLINE,,,4722,,Yes
322,1,2008,5,19,14:37,$26.23,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
322,1,2008,5,25,9:31,$214.21,Online Transaction,3.33722E+17,ONLINE,,,4722,,Yes
322,1,2008,5,25,9:48,$-436.00,Online Transaction,3.33722E+17,ONLINE,,,4722,,Yes
322,1,2016,3,6,10:45,$155.72,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
322,1,2016,3,6,10:54,$59.30,Online Transaction,1.91348E+18,ONLINE,,,5300,Insufficient Balance,Yes
322,1,2016,3,6,12:40,$159.29,Online Transaction,-1.67718E+18,ONLINE,,,5310,,Yes
322,1,2019,5,25,15:02,$38.40,Chip Transaction,-8.40529E+18,Rome,Italy,,5651,,Yes
322,1,2019,5,28,17:10,$6.22,Chip Transaction,7.48862E+18,Rome,Italy,,5651,,Yes
322,1,2019,5,28,17:28,$522.40,Chip Transaction,8.37304E+18,Rome,Italy,,3144,,Yes
322,1,2019,5,30,11:54,$168.97,Chip Transaction,4.57388E+18,Rome,Italy,,5045,,Yes
325,0,2016,3,24,11:43,$4.64,Online Transaction,-3.09674E+18,ONLINE,,,5814,,Yes
325,0,2016,3,24,12:19,$101.15,Online Transaction,6.66197E+18,ONLINE,,,5211,,Yes
325,0,2016,3,24,12:56,$31.27,Online Transaction,3.63555E+18,ONLINE,,,5310,,Yes
326,1,2005,11,23,11:05,$96.00,Swipe Transaction,-4.33423E+18,North Tonawanda,NY,14120,5541,,Yes
326,1,2005,11,23,15:12,$14.99,Swipe Transaction,2.25623E+18,North Tonawanda,NY,14120,5912,,Yes
326,1,2005,11,23,17:51,$82.54,Swipe Transaction,-4.28247E+18,Lancaster,NY,14086,4829,,Yes
326,1,2005,11,23,19:36,$10.71,Swipe Transaction,-9.1506E+18,Grand Island,NY,14072,5932,,Yes
326,1,2005,11,28,10:18,$3.78,Swipe Transaction,4.40058E+18,Grand Island,NY,14072,5651,,Yes
326,1,2012,4,24,11:20,$117.14,Online Transaction,-5.40195E+18,ONLINE,,,5651,,Yes
326,1,2012,4,24,11:24,$117.54,Online Transaction,-7.42109E+18,ONLINE,,,5311,,Yes
326,1,2012,4,24,17:47,$151.69,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
326,1,2012,4,24,17:58,$20.90,Swipe Transaction,-5.46792E+18,Getzville,NY,14068,5912,,Yes
326,1,2012,4,25,14:41,$65.34,Swipe Transaction,3.55118E+18,Gasport,NY,14067,8021,,Yes
326,1,2012,4,26,19:18,$13.45,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
326,1,2012,4,27,13:29,$2.86,Online Transaction,6.09856E+18,ONLINE,,,4214,,Yes
326,3,2013,8,16,8:38,$0.74,Online Transaction,-5.47568E+18,ONLINE,,,5942,,Yes
326,3,2013,8,16,8:40,$344.00,Online Transaction,-6.79608E+18,ONLINE,,,4722,,Yes
326,3,2013,8,16,12:22,$67.16,Online Transaction,-2.16533E+18,ONLINE,,,5311,,Yes
326,3,2013,8,16,12:40,$54.27,Online Transaction,2.88419E+18,ONLINE,,,5311,,Yes
326,3,2013,8,16,12:41,$187.10,Online Transaction,7.47959E+18,ONLINE,,,5311,,Yes
326,3,2013,8,18,5:48,$-344.00,Online Transaction,-6.79608E+18,ONLINE,,,4722,,Yes
326,3,2013,8,18,5:56,$134.73,Online Transaction,-6.79608E+18,ONLINE,,,4722,,Yes
327,0,2016,12,4,10:22,$8.48,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
327,0,2016,12,4,10:25,$48.66,Online Transaction,1.67088E+18,ONLINE,,,5814,,Yes
327,0,2016,12,4,15:02,$47.21,Online Transaction,3.63555E+18,ONLINE,,,5310,,Yes
329,0,2005,10,19,12:37,$18.64,Swipe Transaction,9.70328E+16,Sammamish,WA,98074,5411,,Yes
329,0,2005,10,19,12:46,$20.76,Swipe Transaction,7.47959E+18,Sammamish,WA,98074,5311,,Yes
329,0,2005,10,19,13:26,$0.22,Swipe Transaction,3.18952E+18,Renton,WA,98058,5311,,Yes
329,0,2005,10,19,14:53,$17.28,Swipe Transaction,-6.71169E+17,Auburn,WA,98071,5912,,Yes
329,0,2005,10,19,17:38,$155.91,Swipe Transaction,3.18952E+18,Renton,WA,98058,5311,,Yes
329,0,2005,10,19,17:40,$2.12,Swipe Transaction,8.77998E+18,Kent,WA,98035,5300,,Yes
329,0,2005,10,24,9:39,$1.95,Swipe Transaction,2.02755E+18,Lynnwood,WA,98036,5541,,Yes
330,0,2013,3,2,15:28,$78.13,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
330,0,2013,3,2,19:36,$74.88,Swipe Transaction,2.1223E+18,Brooklyn,NY,11207,5094,,Yes
330,0,2013,3,3,11:34,$104.83,Online Transaction,2.1223E+18,ONLINE,,,5094,,Yes
330,0,2013,3,7,13:21,$209.64,Swipe Transaction,-6.06125E+17,Lincoln,MA,1773,5211,,Yes
330,0,2013,3,7,18:11,$176.00,Online Transaction,-1.90813E+18,ONLINE,,,3771,,Yes
330,0,2013,3,7,18:24,$46.36,Online Transaction,-3.39554E+18,ONLINE,,,5311,,Yes
330,0,2013,3,7,20:32,$235.33,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
330,0,2013,3,13,15:04,$521.72,Online Transaction,-1.90813E+18,ONLINE,,,3771,,Yes
330,0,2013,3,13,15:22,$-176.00,Online Transaction,-1.90813E+18,ONLINE,,,3771,,Yes
330,0,2015,6,17,9:26,$300.07,Online Transaction,2.1223E+18,ONLINE,,,5094,,Yes
330,0,2015,6,17,9:29,$417.00,Online Transaction,1.90253E+17,ONLINE,,,3359,,Yes
330,0,2015,6,17,9:44,$28.23,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
330,0,2015,6,17,9:55,$119.32,Online Transaction,-4.31714E+18,ONLINE,,,5211,,Yes
330,0,2015,6,17,10:03,$75.34,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
330,0,2015,6,17,11:32,$404.00,Online Transaction,-1.61222E+18,ONLINE,,,3387,,Yes
330,0,2015,6,19,9:17,$96.54,Online Transaction,-6.76107E+18,ONLINE,,,5310,,Yes
330,0,2015,6,19,9:28,$38.48,Chip Transaction,7.46599E+17,Monson,MA,1057,5813,,Yes
330,0,2015,6,23,1:49,$-417.00,Online Transaction,1.90253E+17,ONLINE,,,3359,,Yes
330,0,2015,6,23,1:52,$200.72,Online Transaction,1.90253E+17,ONLINE,,,3359,,Yes
330,0,2015,6,23,9:30,$-404.00,Online Transaction,-1.61222E+18,ONLINE,,,3387,,Yes
330,0,2015,6,23,9:49,$215.43,Online Transaction,-1.61222E+18,ONLINE,,,3387,,Yes
331,1,2009,12,13,3:34,$273.27,Online Transaction,4.79601E+18,ONLINE,,,5732,,Yes
331,1,2009,12,14,1:09,$107.87,Online Transaction,9.05774E+18,ONLINE,,,5311,,Yes
331,1,2009,12,18,1:05,$138.30,Swipe Transaction,-5.84952E+18,Funafuti,Tuvalu,,5310,,Yes
331,1,2009,12,21,0:34,$22.27,Online Transaction,1.3252E+18,ONLINE,,,3132,,Yes
331,1,2009,12,21,0:58,$168.34,Online Transaction,6.63873E+18,ONLINE,,,5732,,Yes
331,1,2009,12,21,20:38,$295.47,Online Transaction,9.69539E+17,ONLINE,,,5712,,Yes
331,1,2016,2,9,10:07,$270.27,Online Transaction,3.18952E+18,ONLINE,,,5311,,Yes
331,1,2016,2,9,10:41,$80.48,Online Transaction,7.0356E+18,ONLINE,,,5311,,Yes
331,1,2018,10,22,19:24,$152.63,Chip Transaction,-1.6423E+18,Rome,Italy,,5912,Technical Glitch,Yes
331,1,2018,10,24,17:52,$177.60,Chip Transaction,6.0514E+18,Rome,Italy,,5310,,Yes
331,1,2018,10,24,18:49,$11.00,Chip Transaction,-7.80705E+18,Rome,Italy,,3684,,Yes
331,1,2018,10,25,13:57,$66.26,Chip Transaction,1.90253E+17,Rome,Italy,,3359,,Yes
331,1,2018,10,29,18:20,$128.06,Chip Transaction,3.18952E+18,Rome,Italy,,5311,,Yes
331,1,2018,10,31,11:27,$34.82,Chip Transaction,5.12297E+17,Rome,Italy,,7230,,Yes
331,1,2018,10,31,12:32,$23.60,Chip Transaction,-3.39554E+18,Rome,Italy,,5311,,Yes
331,1,2018,10,31,15:51,$60.96,Chip Transaction,-3.39554E+18,Rome,Italy,,5311,,Yes
331,1,2018,10,31,17:49,$0.11,Chip Transaction,2.02755E+18,Rome,Italy,,5541,Bad PIN,Yes
331,1,2018,11,1,14:39,$1.67,Chip Transaction,5.50735E+18,Rome,Italy,,4121,,Yes
331,1,2018,11,1,19:57,$15.78,Chip Transaction,5.50735E+18,Rome,Italy,,4121,,Yes
331,3,2010,11,25,7:02,$69.73,Online Transaction,-2.04205E+18,ONLINE,,,5815,,Yes
331,3,2010,11,25,9:03,$947.57,Online Transaction,-2.07285E+18,ONLINE,,,4411,,Yes
331,3,2010,11,25,9:09,$57.03,Online Transaction,5.47432E+18,ONLINE,,,5912,,Yes
331,3,2010,11,25,10:17,$109.67,Online Transaction,1.91348E+18,ONLINE,,,5300,Bad CVV,Yes
331,3,2010,11,25,10:45,$29.09,Swipe Transaction,-9.05771E+18,Port au Prince,Haiti,,5651,,Yes
331,3,2010,11,25,13:16,$37.52,Online Transaction,6.45521E+18,ONLINE,,,5815,,Yes
331,3,2010,11,25,13:17,$535.35,Online Transaction,-4.39063E+18,ONLINE,,,5533,,Yes
331,3,2010,11,26,5:44,$32.33,Online Transaction,-5.84193E+18,ONLINE,,,4121,,Yes
331,3,2010,11,26,7:28,$148.01,Online Transaction,4.87234E+18,ONLINE,,,5732,,Yes
331,3,2015,5,24,9:56,$56.60,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
331,3,2015,5,24,10:58,$107.47,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
331,3,2015,5,24,15:13,$13.90,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
331,3,2015,5,24,15:19,$210.82,Online Transaction,2.1223E+18,ONLINE,,,5094,,Yes
331,3,2015,5,25,11:35,$75.47,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
331,3,2015,5,26,9:27,$31.01,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
331,3,2015,5,26,10:24,$53.01,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
331,3,2015,5,26,10:28,$116.50,Online Transaction,-2.45178E+17,ONLINE,,,5311,,Yes
331,3,2015,5,26,10:36,$209.57,Online Transaction,2.88419E+18,ONLINE,,,5311,,Yes
331,3,2015,5,26,13:08,$135.26,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
331,3,2015,5,26,16:39,$160.46,Online Transaction,-5.90412E+18,ONLINE,,,5719,,Yes
332,0,2016,2,14,10:42,$8.35,Online Transaction,6.75962E+18,ONLINE,,,5311,,Yes
332,0,2016,4,17,13:29,$107.76,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
332,0,2016,4,17,13:57,$1523.44,Online Transaction,-7.42199E+18,ONLINE,,,4411,,Yes
332,0,2016,4,17,14:06,$45.76,Online Transaction,-5.21142E+17,ONLINE,,,5815,,Yes
332,1,2004,11,8,12:08,$191.77,Swipe Transaction,-2.45178E+17,Istanbul,Turkey,,5311,,Yes
332,1,2014,3,1,6:09,$64.49,Swipe Transaction,-9.12391E+18,Strasburg,OH,44680,5300,,Yes
332,1,2014,3,1,6:35,$262.55,Online Transaction,4.24134E+18,ONLINE,,,4814,,Yes
332,1,2014,3,1,11:03,$153.89,Online Transaction,6.75962E+18,ONLINE,,,5311,,Yes
332,1,2015,7,29,9:01,$217.02,Online Transaction,-1.67718E+18,ONLINE,,,5310,,Yes
332,1,2015,7,29,9:08,$15.86,Online Transaction,4.11333E+18,ONLINE,,,5814,,Yes
332,1,2015,7,29,14:31,$51.24,Swipe Transaction,2.0688E+18,Rosemount,MN,55068,5411,,Yes
332,1,2015,7,29,15:32,$310.88,Online Transaction,8.40186E+18,ONLINE,,,3006,,Yes
332,1,2015,7,29,15:56,$94.13,Online Transaction,5.64529E+18,ONLINE,,,3075,,Yes
332,1,2015,7,29,16:18,$112.46,Online Transaction,5.76311E+18,ONLINE,,,5310,,Yes
332,1,2015,7,29,17:19,$76.49,Online Transaction,-3.39554E+18,ONLINE,,,5311,,Yes
332,1,2015,7,31,9:42,$148.51,Online Transaction,-2.91654E+18,ONLINE,,,5719,,Yes
332,1,2015,7,31,9:46,$17.81,Online Transaction,-5.90412E+18,ONLINE,,,5719,,Yes
333,0,2018,2,28,16:21,$479.00,Chip Transaction,1.7153E+18,Rome,Italy,,3722,,Yes
333,0,2018,3,1,10:45,$0.82,Chip Transaction,-3.39554E+18,Rome,Italy,,5311,,Yes
333,0,2018,3,1,10:48,$60.08,Chip Transaction,-8.83014E+18,Rome,Italy,,5211,,Yes
333,0,2018,3,2,13:27,$5.62,Chip Transaction,3.18952E+18,Rome,Italy,,5311,,Yes
333,0,2018,3,2,15:52,$63.24,Chip Transaction,-6.16179E+18,Rome,Italy,,3389,,Yes
333,1,2010,10,28,5:39,$64.13,Online Transaction,-6.16004E+18,ONLINE,,,4121,,Yes
